N1	N2	Na	Tsplit
1.53452	13.67634	14.84258	25.95586 
25.88841	24.67798	7.76376	7.33175 
13.12837	15.69159	2.00668	10.63607 
12.37164	27.68929	20.94731	29.25305 
16.72503	3.58719	19.05681	19.69968 
26.71452	2.71441	10.44777	13.33272 
6.71251	25.03953	15.34392	1.68647 
22.28693	27.96971	16.18148	6.18656 
23.28647	13.89661	1.79250	18.97656 
6.40084	26.51772	29.92322	28.90294 
10.35792	8.17771	18.60268	10.37338 
5.77630	13.46181	20.40115	9.13062 
3.13587	26.94612	10.86813	17.17810 
3.26211	2.42327	6.27419	20.91011 
4.36591	17.36885	29.22681	3.01131 
2.39010	2.27935	20.94075	2.37175 
19.68730	21.34540	0.40087	8.48466 
3.42545	28.24247	23.15130	1.27427 
2.28654	22.20575	2.02133	10.39483 
13.26318	3.19855	20.54369	2.66797 
8.80687	21.08832	23.92648	0.35130 
2.58237	3.60567	26.05083	29.13203 
1.05024	6.26854	17.36892	23.88618 
26.33358	18.41651	1.39979	27.75953 
6.65764	13.11648	7.96860	9.95449 
1.18001	22.03925	22.77654	3.77904 
14.42535	23.98600	12.46969	10.85603 
29.67111	25.75223	2.47497	2.78744 
23.53643	13.24831	18.40950	10.62210 
8.08690	3.38201	8.22404	8.65390 
8.95822	21.49052	2.97197	22.34196 
14.20913	19.63628	13.74794	1.91421 
24.90467	14.47922	2.88411	3.58269 
12.52294	14.53671	2.51650	22.90466 
27.40822	27.58767	4.53250	26.89401 
0.35603	18.13815	10.74159	26.53731 
22.72670	1.68466	5.09307	10.86876 
22.53672	12.79068	24.17411	20.15356 
18.08740	29.73310	29.58371	0.15575 
14.16864	13.53737	23.21102	28.41082 
21.44605	17.27851	22.53693	5.55391 
2.09496	10.76950	3.08925	27.73859 
15.87783	6.90792	4.56634	1.25527 
3.46879	2.09070	24.70955	25.66324 
4.83431	1.25016	16.04578	21.70635 
6.66590	13.50127	24.47856	12.20804 
14.83104	3.19373	22.49154	16.97736 
2.77579	0.54061	0.49701	18.96013 
13.95618	18.02403	13.70740	19.21456 
23.21456	7.22500	16.88287	5.25506 
11.79360	0.37865	20.64596	15.86973 
3.69799	13.54922	20.66065	19.29081 
5.25272	23.59974	16.10679	27.99772 
0.25821	22.29390	23.04353	28.53957 
26.82798	0.94845	8.17854	26.33276 
21.96613	5.39369	22.52820	21.84028 
18.63382	28.58421	24.01667	27.03110 
18.04156	11.08794	1.25132	17.26345 
15.09693	0.11762	11.92212	14.19020 
28.01841	21.38731	11.31909	8.69519 
10.44958	15.35369	6.33916	20.99206 
26.31053	16.13054	19.59989	22.00524 
21.24132	18.62187	26.01363	29.39937 
12.07231	22.08873	18.70377	13.87679 
18.61454	14.43787	10.22873	18.08331 
5.60402	29.78821	17.56698	28.14373 
6.99197	22.85786	2.10040	12.14741 
8.43091	29.97281	14.21892	22.06553 
9.91878	23.77609	5.98745	4.81660 
16.05462	24.12994	29.27092	29.25808 
10.25760	12.36744	28.99540	27.44031 
24.65563	14.86112	0.49487	18.10476 
4.44371	14.24999	14.58636	12.20489 
26.48314	24.38359	18.33625	0.53086 
7.42504	21.72349	0.89261	8.08528 
7.56610	26.97904	19.30161	25.31684 
4.38307	19.07135	22.52067	15.92739 
16.67935	9.91563	28.67287	29.09265 
11.04705	2.17678	7.12143	1.73091 
14.98835	19.21843	23.56212	19.87737 
26.46408	12.89395	23.44064	12.20197 
3.35667	20.20230	1.91163	24.89061 
6.52103	12.62581	9.50717	28.16887 
18.67915	8.10716	15.42473	9.44895 
16.07629	28.63306	29.59837	16.29967 
26.41962	13.97025	21.31510	4.06503 
18.66843	20.10981	29.50379	8.50317 
6.43684	17.44373	21.32933	19.35987 
28.74244	10.24911	29.18143	16.78505 
4.14466	6.47936	8.65743	19.79707 
8.38042	18.43061	29.67168	5.96725 
1.73918	10.06071	5.24493	2.38316 
19.37083	22.36271	29.41912	20.70433 
21.10558	13.95849	12.24015	1.71441 
27.83444	3.17480	13.22203	4.82518 
13.86388	21.97041	17.57559	19.98974 
11.94978	20.77304	16.10176	25.78123 
27.94917	12.91670	10.21920	11.69825 
6.16973	24.85069	21.30356	7.95750 
25.00951	10.58880	4.09730	0.76238 
3.98422	29.94808	24.99387	8.13864 
19.12098	6.15357	11.11158	23.63073 
22.39957	3.78985	0.80463	27.02966 
14.46798	16.28427	18.00161	7.19348 
13.43757	0.85126	13.24978	11.61244 
29.67333	26.77830	25.95557	12.51162 
20.86565	23.90320	20.29920	9.25839 
7.14596	18.04817	9.44264	24.87437 
3.83190	3.12218	3.87324	7.23709 
17.13479	11.94225	29.29498	12.13561 
19.36549	15.24379	11.93903	28.56775 
22.54520	0.51475	20.68870	15.69698 
0.71722	24.49199	26.54210	28.41307 
10.53184	22.15916	3.92802	7.79323 
20.22154	26.91208	8.94030	1.78014 
23.05651	14.06922	5.24265	0.45092 
9.41560	22.59771	11.57183	0.05768 
4.77286	11.06516	28.93996	14.22247 
14.03967	20.95592	0.95475	0.56246 
12.93770	28.83204	2.87269	3.56554 
26.57635	7.29300	7.86536	7.87376 
14.00881	0.74829	6.56103	28.64953 
10.08206	19.18114	17.46610	17.68623 
23.89524	19.70953	27.51270	10.79201 
13.22249	9.34332	2.62074	25.23913 
29.70785	1.17332	6.37567	13.23872 
24.54265	12.06136	15.58235	13.03769 
1.91983	12.98947	14.61308	21.26488 
23.72851	16.71774	9.92617	13.24510 
9.76915	15.50412	4.56599	2.85215 
28.49790	22.68424	27.73458	7.36594 
27.81428	7.26504	15.89790	29.59804 
8.56852	27.08235	9.95452	14.82806 
21.24137	13.34795	18.11469	5.24575 
2.74193	27.97089	23.21066	29.43765 
5.38241	8.39014	27.95355	27.40618 
26.19338	27.15452	15.39877	17.10829 
8.58056	23.14180	9.10635	19.04071 
3.40726	4.08332	24.53552	12.13090 
23.44503	25.47441	29.29691	28.76623 
11.04162	27.28315	24.90342	20.91562 
29.02327	8.76059	2.43755	2.70334 
29.34019	0.13809	18.54289	16.04886 
25.95809	19.40660	16.12762	17.68807 
16.57918	25.95293	18.33436	12.11194 
5.19870	11.04164	2.70866	26.42879 
21.73203	5.88385	3.46393	23.86584 
12.76140	5.20677	0.12378	14.58356 
24.72630	19.84655	13.14265	7.71895 
11.66165	22.39402	8.08878	11.91622 
3.01346	10.77819	22.90969	12.54793 
21.09362	27.62167	14.03511	9.14299 
18.00510	7.70556	19.51915	10.60236 
27.98721	8.91718	1.47953	4.92287 
12.56539	10.33485	9.68263	7.86888 
8.80272	0.10098	26.35266	13.87294 
6.76077	20.61766	9.66654	8.64633 
12.83016	22.08256	9.23732	11.85970 
22.92499	3.29581	6.95379	29.13535 
10.81972	26.48840	28.55750	19.69292 
24.50632	16.53035	26.20451	22.70749 
13.02144	18.77524	18.11329	29.48255 
18.02275	8.36818	17.20136	25.61614 
27.50381	9.16483	7.79123	25.71734 
20.20843	19.19301	26.82855	17.77165 
13.91449	12.54333	5.56611	15.42759 
7.88861	9.86315	9.05532	8.23008 
15.32955	25.99385	22.29080	26.36427 
25.98604	4.03574	4.82372	15.51822 
25.67483	21.97132	2.45303	0.50195 
16.82958	9.25474	23.57830	25.16834 
1.15571	11.55400	8.36664	25.63006 
2.63829	4.62067	16.27143	18.08747 
3.84996	25.40851	11.03931	26.56078 
28.18424	0.87472	22.45608	10.18555 
10.73050	14.49875	6.11847	21.16662 
15.03867	12.06491	18.33382	10.62082 
25.43499	21.33243	2.15642	0.88540 
28.03251	11.57158	16.14893	16.37672 
22.06281	13.24687	0.27133	28.80701 
22.02118	2.25303	6.18633	21.21507 
15.38308	13.61542	24.91506	29.61054 
27.05069	29.31797	28.47250	24.99408 
10.04482	18.82372	25.85096	6.42559 
28.90314	6.88715	22.96910	10.04943 
24.52185	4.02549	27.10026	20.42612 
16.59926	19.91004	19.30618	25.66725 
29.90717	21.14154	6.01574	29.77026 
15.76981	21.81262	4.04827	0.71420 
19.21602	4.10649	11.09447	10.08185 
10.55940	21.84233	0.75868	1.24075 
21.35816	19.55462	4.43017	4.01159 
26.04280	25.21893	7.62275	4.51802 
23.12816	14.20977	0.45410	16.45540 
0.94358	23.72941	21.12673	8.25965 
25.13161	19.20400	16.41005	7.95466 
11.13694	6.43300	8.02183	18.65098 
12.12557	5.22336	27.74104	11.48152 
1.02863	15.37152	9.73324	4.70336 
9.67935	29.32667	26.89777	17.16762 
1.75372	3.18242	4.73195	1.41482 
9.81641	22.43464	13.38815	12.71966 
12.90730	14.16927	23.40834	23.13945 
22.97922	9.18879	16.61750	25.61784 
14.99456	22.74181	26.19199	23.89081 
29.14529	0.70617	25.60010	7.05344 
10.63058	26.13064	24.68783	12.99528 
15.75222	24.67932	27.71948	19.80990 
15.30095	0.09673	28.13129	6.20924 
21.89166	17.61166	9.69439	15.36363 
15.51348	1.85076	4.29983	8.32251 
22.77490	20.93743	25.49214	8.37288 
16.23829	11.83795	4.21506	16.02885 
11.20444	1.04349	27.92115	9.22510 
26.62567	12.65604	13.77308	23.43947 
27.29387	22.35424	29.79887	9.90479 
19.51399	23.14490	1.27540	11.78740 
13.17468	12.29015	12.34621	24.34570 
15.85298	8.31287	20.52873	18.92692 
1.29297	25.43987	11.86198	3.61869 
29.70682	22.35413	18.21725	9.55237 
1.80853	8.75963	29.94536	9.30530 
9.66760	29.55519	9.91761	17.87843 
19.60572	28.76319	4.57117	18.89023 
1.85521	11.09680	20.06720	2.30548 
8.77380	21.54255	2.88691	5.93970 
11.28130	13.97643	21.59514	11.30468 
21.88958	8.39389	24.15455	12.50573 
25.34200	13.07226	23.29017	2.37945 
8.11030	22.84522	28.68482	1.24943 
21.87569	28.04036	12.92796	23.72585 
21.95530	23.36878	6.10910	6.46962 
11.94487	26.36916	24.04668	7.44837 
21.32899	11.45832	15.33065	21.25782 
21.98900	27.95578	1.64824	17.93390 
4.08898	2.42013	18.00937	5.74037 
12.98677	13.37155	16.32482	10.74333 
20.53457	25.44867	16.67628	18.11840 
3.18487	7.86454	18.74986	20.20676 
0.12033	4.21989	17.94350	22.90037 
11.70822	26.72081	24.69210	8.62630 
4.57204	13.09477	15.75643	21.63771 
26.39036	27.89607	23.18845	5.12303 
5.71523	11.07776	17.68494	17.25436 
3.81363	13.50584	18.90725	22.14590 
18.00862	22.22319	1.92311	24.33659 
0.60960	7.82985	4.85862	20.26656 
19.76688	28.18600	4.23130	6.65351 
26.61681	3.09414	5.17818	1.42720 
17.17292	3.10723	6.25517	11.30511 
12.42789	12.73457	13.76360	10.35526 
1.92569	5.29577	1.41910	10.96932 
9.09045	7.98963	3.65470	28.77363 
20.12969	11.18959	19.19073	21.69721 
24.35783	0.33210	22.81565	29.32423 
26.24687	2.00921	28.78615	16.50035 
7.90779	15.89957	13.99772	28.11292 
0.11589	21.15661	7.01892	20.76997 
17.37964	9.81615	25.18512	12.57008 
26.88321	13.59009	0.55020	12.46464 
14.94323	23.16659	17.36547	21.91481 
4.77043	2.02878	14.49355	28.17327 
5.28494	15.46116	22.78646	23.60771 
20.62622	4.28382	0.00170	16.86454 
5.84711	5.83817	24.00794	27.73471 
5.22819	3.12066	8.31294	24.51178 
15.27989	21.22009	7.32267	13.78963 
4.08518	25.27669	13.46108	7.73852 
4.45628	24.54158	7.97125	12.26745 
12.84368	25.63960	16.99277	17.88253 
22.12314	3.29325	1.73289	13.50839 
0.01144	10.73489	7.87649	2.38930 
28.49101	1.31282	11.02727	29.24502 
18.26903	5.83585	22.09176	19.66360 
1.98348	9.24150	29.31630	10.11273 
10.08812	27.77757	21.81380	21.96598 
0.85645	21.43501	13.65585	28.41677 
18.63745	3.76950	28.33140	28.80982 
18.99616	0.04777	25.92674	21.51877 
29.02320	13.67401	27.70095	13.22340 
5.42040	23.06819	19.32621	11.76111 
14.14514	17.02658	23.42368	23.93499 
17.17762	24.78722	12.85676	10.52644 
15.92336	14.69937	1.09132	11.89410 
22.10383	23.15774	5.74934	13.43719 
18.44825	28.51567	28.83837	14.96560 
0.90852	7.18460	26.36892	18.26217 
17.93286	27.66198	14.00605	28.11110 
18.83362	22.27307	6.20599	17.88494 
16.23836	12.13140	15.64181	27.52456 
7.05170	18.89703	11.23618	27.02107 
12.21843	5.29517	2.27688	24.72866 
20.42693	20.97455	8.82384	14.81833 
1.82534	16.35930	26.75431	26.31385 
9.32291	5.42992	13.94012	2.55007 
9.25444	16.58582	19.86287	12.50998 
21.40325	10.82227	13.99709	27.87734 
27.46293	12.25191	18.44954	16.52593 
11.16339	29.48760	19.97231	24.52484 
3.48820	9.22842	24.54586	7.61298 
26.48703	16.26909	28.06105	18.21680 
8.18401	26.39962	15.50033	5.08439 
28.86446	25.11333	14.84173	13.16164 
20.31712	5.06293	7.95750	26.04744 
15.03376	4.64179	29.16010	26.14830 
18.47041	10.29881	18.99442	14.89363 
26.98864	0.36768	28.13803	15.55697 
25.23175	21.32772	23.66967	4.08709 
26.15486	24.17202	14.72378	20.87861 
22.18423	16.48174	5.32585	22.81056 
7.37544	25.88000	26.75827	22.62336 
9.80326	5.35998	17.00575	17.71186 
6.66045	7.32828	12.14136	17.94737 
1.10963	12.00418	7.73142	14.41919 
0.62809	1.71074	19.95236	8.51092 
26.15357	27.21781	5.17974	11.17137 
12.24214	7.45628	1.24075	8.63422 
15.23761	0.74634	25.15546	8.55242 
4.80980	27.66661	18.94925	6.31947 
10.51629	9.74510	8.66931	29.24327 
26.61457	14.30474	14.66531	19.54750 
6.23589	20.73764	1.09353	28.22936 
3.13241	3.69295	21.16227	2.49170 
5.20578	0.44850	29.30101	28.67366 
29.98765	25.63126	27.47240	20.37201 
13.59050	10.47806	9.16424	27.37804 
16.53841	29.00610	2.23836	3.76385 
29.02771	0.08681	12.16833	22.09215 
0.23378	7.55633	2.65321	12.26362 
1.78962	4.05175	20.10667	11.13012 
19.04038	20.43096	12.16307	29.66055 
20.09882	15.45335	15.77256	2.70136 
15.34769	28.54501	7.19743	25.78039 
6.28482	16.68796	22.58390	11.45910 
25.35721	19.92214	17.68353	29.79981 
26.76868	3.58413	14.19772	19.87244 
27.51192	9.01361	2.94106	10.20743 
18.44523	4.65336	20.42899	18.36632 
11.05967	10.46791	7.76810	2.57931 
28.15227	6.27507	17.98631	0.97564 
29.30541	19.58539	8.98091	28.83591 
28.61132	21.00581	6.33517	25.59006 
17.95052	28.44329	7.30236	9.19357 
14.95943	20.19736	13.07670	8.73322 
24.67010	6.84331	23.46717	18.91906 
4.02128	11.86594	20.87690	15.29438 
11.25975	27.34372	3.65423	13.23278 
1.96913	15.31107	28.87286	21.70997 
21.94619	0.46892	0.53388	23.36521 
8.85283	8.18918	20.96525	7.24568 
20.19574	7.48371	4.16018	27.18249 
16.97324	25.73471	7.51697	28.66765 
27.33910	8.27643	1.82882	6.64687 
16.59505	29.40971	23.05973	0.98629 
20.42041	13.83896	23.24223	14.19887 
19.75455	2.46467	18.66636	9.92455 
19.72066	12.72915	29.96125	2.92791 
18.86400	10.37121	18.70853	15.46189 
13.96746	20.66188	13.63039	3.87932 
28.80988	27.52170	29.62762	10.12451 
18.84156	27.77681	3.25911	26.41342 
6.85276	21.19965	28.74668	3.46145 
14.48668	10.21922	10.08406	6.42536 
21.85243	28.19702	0.75269	14.50685 
19.75995	28.03977	24.99177	16.02685 
8.50269	3.48994	17.54143	27.38244 
29.59311	18.96939	3.76060	5.90613 
28.79206	5.77278	21.66649	14.11159 
16.06451	19.56700	9.92271	8.17490 
17.88142	16.01891	19.00098	25.64457 
2.48510	18.65930	29.34903	11.66227 
16.87032	10.16485	7.44221	19.73536 
24.69663	6.60765	13.55119	7.96441 
23.44204	23.44923	14.28134	15.91076 
23.01835	18.01265	19.71581	25.80819 
5.02900	20.62835	10.18079	28.93730 
8.23550	11.35232	28.18782	23.23520 
4.85138	17.04984	19.45651	19.76833 
28.87621	16.11914	25.07722	4.29151 
11.13300	6.96432	13.80442	22.56660 
20.81838	4.73652	23.08000	23.02725 
17.83872	21.40930	15.02617	26.93314 
3.88374	18.96700	27.20141	4.31733 
26.14456	25.89313	13.88864	24.25368 
10.58978	21.93518	6.19893	10.68506 
3.66734	12.30443	27.66016	25.16346 
11.61839	14.53260	14.75964	27.22105 
14.88302	17.51337	16.53794	13.77737 
21.50509	8.21128	29.39714	18.75174 
2.14860	11.03144	0.52328	9.96377 
5.62258	22.94655	20.40598	22.16091 
17.04316	20.39366	18.23503	20.05178 
0.75507	25.12772	2.22941	26.57788 
26.71219	3.04932	28.87268	15.36790 
24.97998	27.87127	27.81453	22.07114 
29.90822	2.49941	29.78181	4.93298 
2.07145	13.29833	28.29778	17.11335 
4.09600	9.39804	9.84386	11.90193 
8.82356	7.48221	2.91984	13.63412 
2.74575	21.82191	21.80355	24.97341 
7.80228	27.53365	21.91240	13.81784 
27.13590	13.27123	0.12000	8.15993 
3.96036	21.60051	10.82644	12.65082 
13.81901	29.28763	14.47020	28.79105 
18.59234	7.56347	3.11873	14.46613 
12.54575	14.21439	13.86093	15.74889 
0.49849	3.55037	26.44311	14.77123 
2.83216	14.73021	20.66577	16.06550 
4.67771	0.83702	21.04765	20.04355 
3.40479	0.21332	3.13654	25.12727 
0.13555	2.84755	5.90615	20.97970 
0.06287	14.73423	1.35184	4.38368 
21.54421	28.33658	3.90150	17.09602 
27.40115	19.69783	1.07611	21.83816 
3.97547	14.28469	12.77074	14.07047 
7.77498	10.64306	21.12948	27.12068 
2.09583	6.24681	17.96943	14.52371 
9.70681	5.06605	1.18833	16.90030 
24.58561	18.06249	0.36372	14.17777 
1.95617	15.83369	12.08037	16.97125 
28.25294	13.47989	18.98951	17.86329 
1.09843	0.38097	9.38721	5.95029 
29.63402	27.55077	25.62800	2.40479 
13.98946	27.17265	22.70319	2.46211 
0.60629	7.82004	22.72038	9.49750 
2.41039	15.70406	21.20805	13.16409 
8.80137	15.39254	17.79243	19.95185 
17.84560	29.82166	18.16184	22.40002 
3.85405	0.99197	16.60850	22.33147 
21.21358	27.13758	2.04647	18.33747 
27.68248	1.59369	25.80894	14.69433 
22.55997	18.76662	7.06420	0.66693 
7.34068	3.26997	15.79396	24.70854 
4.73302	25.28817	1.76099	25.85778 
12.76874	0.81788	8.89796	0.09614 
15.79678	26.03606	27.38122	26.76640 
2.85784	24.46319	2.94282	11.55507 
14.16093	11.08307	22.79240	20.69592 
7.02284	28.94807	7.14460	2.58932 
29.10551	27.79116	19.92170	15.21541 
20.41844	7.57909	1.98760	5.27067 
23.84078	29.90368	24.26876	1.11287 
12.06805	17.42977	17.93591	11.63762 
21.38199	17.59390	15.97634	0.47826 
16.32578	16.31536	1.46620	19.16844 
28.20293	23.62475	27.92114	25.95656 
26.36258	0.11396	4.38529	5.99159 
14.78992	2.22480	3.11882	3.80730 
13.89244	9.28492	5.79653	20.39909 
24.67335	23.26105	4.77010	26.94459 
3.35979	11.96173	17.03216	26.18005 
25.23683	13.76635	15.38806	18.07907 
23.38912	6.64476	14.84173	5.89838 
7.38753	11.82859	12.05957	6.90293 
15.52328	29.57179	21.86675	11.15011 
23.43143	20.51050	17.60694	8.67682 
25.79490	18.01607	18.60166	27.49887 
11.38264	5.54638	25.36858	25.73376 
13.50320	12.95386	5.65216	13.01952 
3.32208	8.72866	26.16575	27.44981 
28.77165	22.39040	3.13692	21.25294 
21.67573	2.53741	10.47735	18.05366 
20.91495	5.06593	2.52017	5.45788 
0.08494	29.89551	0.84473	28.45650 
16.52622	25.36879	20.54351	11.48242 
3.97821	0.31433	4.65805	25.65817 
9.45815	17.04815	19.52477	13.23624 
28.91973	10.09944	2.66919	19.43014 
5.09826	5.85931	1.89963	8.37481 
3.73226	18.93707	8.86496	0.78140 
5.51285	4.97098	12.28223	11.52249 
3.32961	11.28875	9.97218	9.68205 
9.92262	13.97283	23.47299	28.35203 
0.58743	3.11049	15.46453	18.14546 
2.57954	13.02186	15.90404	7.74073 
6.37528	22.61425	23.80831	13.45861 
21.65662	0.49472	7.80145	26.17419 
11.93664	12.20682	24.01342	14.09530 
29.30847	4.34800	13.69904	15.36699 
21.76099	0.41900	12.04499	1.74959 
21.95143	18.77969	28.44965	11.06493 
5.23113	7.14869	22.70200	14.20229 
23.04770	8.17973	20.04346	22.34845 
17.82006	9.69790	7.95904	10.55658 
11.73043	20.31460	13.12839	4.21579 
5.03250	16.81620	24.43358	11.58462 
0.07139	9.34313	20.62999	1.58824 
13.18620	19.94200	1.99260	22.06248 
3.73542	21.74121	0.47323	11.31190 
23.60245	15.45166	9.68007	21.71487 
6.14696	27.72032	2.46587	28.25728 
5.51059	4.70398	26.87749	14.28604 
25.37930	7.99109	14.89132	17.06879 
3.96138	18.68532	26.86087	21.72343 
15.09336	21.07665	21.43212	27.86018 
9.56414	26.75006	8.56904	14.28442 
24.77327	5.20362	17.92695	22.84695 
8.78720	2.39830	15.09096	21.84363 
17.48833	21.51608	1.97061	25.67313 
16.08870	15.27770	26.57707	29.09747 
17.93839	26.71249	20.04416	17.27587 
13.59911	11.94459	16.01779	14.52060 
7.92337	15.84133	14.50626	8.37776 
28.04473	26.30921	8.84204	7.10092 
28.27292	26.84157	23.89512	23.09966 
21.57536	2.82762	18.82925	0.99903 
0.26873	21.42879	21.73581	25.92144 
1.08970	26.38986	1.93315	11.51706 
24.24733	19.79423	21.02874	28.41778 
22.70151	4.63909	14.48063	11.96057 
24.33673	13.12100	24.17051	5.25989 
9.90198	2.60424	28.92814	28.39340 
15.52763	20.51092	3.93429	21.06022 
24.12178	22.78210	1.25180	18.42335 
14.12666	3.39755	1.26097	8.64902 
6.57318	24.31203	16.27768	29.29939 
19.77412	4.90043	12.31584	13.44695 
4.41030	1.69765	27.65207	10.72899 
7.48179	19.35394	24.53990	21.43607 
18.64509	20.88105	1.01429	9.73863 
8.16993	22.49898	4.68870	1.26620 
24.81058	12.12003	17.80237	4.89862 
24.65552	11.04425	1.61980	27.56041 
21.35404	0.30282	7.32758	27.69375 
2.06104	28.82730	3.69862	29.77829 
22.70953	11.65309	10.73769	12.84633 
10.68580	11.02294	0.67442	24.39298 
14.21353	15.73415	6.75537	1.94956 
21.74098	12.57572	1.89712	12.13487 
26.01160	6.34161	24.59431	16.93830 
24.21155	0.41925	25.34062	17.69359 
21.93397	28.30871	27.90447	4.77561 
3.01307	5.98906	21.91781	18.87653 
1.70382	5.81454	9.17434	5.30124 
23.43771	4.72788	11.55689	9.37510 
22.48664	21.09427	1.13075	9.34394 
9.18610	10.32709	17.13655	1.40344 
4.96724	21.83840	19.43300	7.74226 
18.23977	23.63482	19.04723	28.58374 
26.27322	19.35472	14.66662	13.63437 
3.31264	28.90721	3.30907	8.17960 
3.36769	17.56932	26.63933	28.24474 
16.36458	2.61437	7.06495	8.70962 
27.34568	17.92046	6.91279	22.38712 
15.59655	10.32174	13.93196	13.20284 
23.70547	14.61484	22.91240	26.70057 
26.40686	21.76528	5.61200	25.69261 
25.57548	1.94314	25.71539	10.70299 
20.68477	25.98496	3.19718	29.70932 
16.87213	12.94953	5.32159	1.80973 
15.52096	27.18328	10.50759	24.55721 
20.98466	20.81497	9.09653	26.54801 
6.50331	28.18487	17.42383	21.35640 
25.61541	20.86577	22.13998	16.12562 
21.66423	2.34347	16.37289	28.00006 
17.35883	16.86354	13.91847	23.77905 
7.55064	17.29912	29.57834	29.02339 
11.77499	17.81759	29.75821	5.90586 
9.75443	4.17528	11.96156	11.10220 
7.37696	24.14122	28.26390	8.17550 
5.36446	4.60684	10.48373	18.64091 
3.26417	19.44800	26.33316	22.51403 
27.08529	25.23022	4.22475	28.67012 
15.09221	27.93538	6.23346	0.10069 
28.72206	21.27316	2.32014	14.02334 
25.92824	23.01539	29.82825	22.59925 
16.68692	16.74999	14.43622	22.99030 
28.88312	7.61413	14.32437	21.57534 
6.35713	13.80893	4.27857	19.66621 
12.12528	6.75904	28.99036	16.05332 
27.84423	25.14614	22.08540	29.64590 
22.28449	29.81969	5.78172	12.84180 
19.27295	29.29566	17.43955	1.92776 
14.05381	11.93982	11.71978	9.22928 
4.04370	9.85687	18.18567	3.07601 
28.49420	29.14191	18.78269	6.09132 
20.30564	29.56344	3.11710	6.73692 
19.32658	0.24790	11.27680	19.95274 
29.74021	13.81805	25.60504	22.55337 
26.81222	0.85511	7.89740	22.52872 
3.61727	8.80918	14.87814	15.36991 
4.71167	28.85689	1.49030	27.05608 
11.22931	21.34353	7.74307	7.54180 
13.20211	25.76890	3.56890	17.58796 
18.30398	20.35479	16.69671	29.05135 
6.39608	18.60380	7.55549	12.05303 
12.92637	16.33730	27.26683	23.77680 
8.83158	14.03912	6.93958	14.22818 
20.57613	11.89874	22.47716	14.19773 
15.40994	11.49235	9.85178	16.55981 
16.96836	15.41201	24.18796	2.35644 
3.04681	13.83741	8.77390	25.43763 
13.02249	7.45249	22.79980	26.70970 
26.24639	15.72854	15.78310	1.37556 
12.60175	1.14396	20.19979	17.52955 
14.81852	15.88626	12.98757	17.74021 
12.64182	18.77219	14.14749	27.03866 
19.19961	11.17110	8.35532	17.43948 
26.52338	13.08443	14.87511	10.76723 
14.86466	26.70749	12.51105	9.50637 
7.89570	19.10495	18.32113	19.14128 
16.96716	9.44776	19.92256	28.74381 
24.85678	9.63183	1.69393	1.96744 
20.44439	25.45504	28.71559	3.56440 
11.08896	29.39513	15.14758	11.66296 
18.48775	24.56664	17.09199	9.61027 
12.65990	28.23757	0.95850	16.10301 
29.57438	20.25823	10.22789	2.87453 
17.55037	18.72795	26.58666	25.03229 
13.07352	9.95510	6.86411	8.31361 
18.75783	26.91615	27.38382	25.54223 
21.81470	22.70067	13.16724	10.61593 
17.41980	29.48730	17.35238	10.84918 
20.78649	2.54256	21.15889	8.51771 
1.97958	16.51608	1.69072	2.72335 
9.96074	10.06889	3.65492	23.54077 
22.26451	19.33328	6.56423	17.53266 
22.93118	9.32293	28.29927	12.29911 
10.91362	29.26260	6.80952	11.71011 
6.75005	4.07205	9.54304	11.08813 
21.26298	7.94466	20.25224	8.60827 
21.84374	21.41626	27.87733	0.08877 
2.89265	14.40523	9.62298	16.35203 
16.48896	2.17387	8.93741	3.11269 
7.40427	7.21093	27.78255	20.47482 
6.95589	8.67934	24.07457	18.84900 
13.34437	18.32540	2.49836	19.81136 
27.90319	26.51270	10.94818	22.42358 
13.39884	23.65770	21.20817	10.63613 
23.53326	21.72472	17.51808	28.86975 
13.54492	15.31569	25.30721	29.79683 
21.93171	6.77222	1.51152	12.29639 
6.49913	13.72785	23.84151	11.65709 
3.52054	23.70251	22.27168	27.81175 
28.23197	11.18069	20.64818	14.63441 
18.45271	14.68232	6.09057	10.96241 
20.49319	26.61719	19.56241	5.20097 
22.81467	26.98407	27.21232	24.46977 
10.33346	21.28823	10.97559	8.32175 
15.11593	5.22691	7.81207	5.26502 
6.77433	23.77994	26.99716	16.96521 
14.62281	8.02145	2.34376	14.37789 
1.80757	16.53867	13.76637	7.05231 
8.36108	27.34123	22.68360	28.31330 
7.04401	9.52665	6.32740	5.96667 
14.06823	5.40376	29.83055	14.86697 
23.02465	1.60827	4.83358	22.99466 
25.75313	24.20822	6.28634	18.00204 
9.89243	22.96753	16.66215	11.89254 
25.99217	12.52109	14.91927	11.06962 
20.51583	16.89304	15.90738	8.24453 
16.35212	20.21116	29.70415	16.29281 
3.11075	5.58444	7.85030	10.36456 
24.85452	21.33576	15.13161	27.49397 
7.36409	13.78751	4.69034	24.77456 
7.60029	13.38042	24.04377	16.79088 
7.43710	3.26309	13.57638	27.44047 
4.22819	0.96388	24.02057	26.03370 
9.62942	15.68140	7.96518	19.08503 
4.78091	10.27089	2.98441	12.56711 
20.59213	22.75313	29.03612	18.90877 
0.69764	22.35236	1.36527	12.95763 
20.23739	28.52024	13.79324	11.67929 
1.48207	4.70532	2.30420	12.06463 
25.46348	0.26454	6.21449	28.35444 
